NO,imageURL,Name,Price,1h%,24h%,7d%,Market Cap,Volume(24h),Circulating Supply
149,https://s2.coinmarketcap.com/static/img/coins/64x64/3773.png,Fetch.ai,฿26.66,0.07%,1.20%,1.10%,"฿29,267,204,062","฿2,605,170,093","1,097,649,492 FET"
150,https://s2.coinmarketcap.com/static/img/coins/64x64/1896.png,0x Protocol,฿28.30,0.47%,1.62%,4.11%,"฿6,182,136,883","฿552,406,202","1,000,000,000 ZRX"
151,https://s2.coinmarketcap.com/static/img/coins/64x64/2566.png,Ontology,฿29.93,1.25%,2.64%,2.19%,"฿6,135,002,336","฿697,709,347","946,248,747 ONT"
152,https://s2.coinmarketcap.com/static/img/coins/64x64/12999.png,ssv.network,฿26.04,0.39%,0.02%,1.52%,"฿6,077,972,552","฿639,811,832","1,081,888,200 SSV"
153,https://s2.coinmarketcap.com/static/img/coins/64x64/2405.png,IOST,฿72.67,0.87%,0.88%,2.88%,"฿5,836,209,075","฿1,844,414,907","368,593,750 IOST"
154,https://s2.coinmarketcap.com/static/img/coins/64x64/14783.png,MAGIC,฿99.82,0.81%,5.81%,2.19%,"฿5,801,482,890","฿2,784,397,462","267,546,090 MAGIC"
155,https://s2.coinmarketcap.com/static/img/coins/64x64/6836.png,Moonbeam,฿222.64,0.22%,0.90%,0.51%,"฿5,777,646,738","฿1,831,287,034","119,620,744 GLMR"
156,https://s2.coinmarketcap.com/static/img/coins/64x64/7129.png,TerraClassicUSD,฿13.90,0.00%,0.18%,3.88%,"฿5,641,425,117","฿1,240,554,279","1,893,095,371 USTC"
157,https://s2.coinmarketcap.com/static/img/coins/64x64/3945.png,Harmony,฿34.48,0.15%,0.24%,1.59%,"฿5,596,932,727","฿388,151,922","726,647,502 ONE"
158,https://s2.coinmarketcap.com/static/img/coins/64x64/1680.png,Aragon,฿8.74,0.06%,0.55%,4.93%,"฿5,549,667,254","฿1,676,444,833","2,799,626,886 ANT"
159,https://s2.coinmarketcap.com/static/img/coins/64x64/4679.png,Band Protocol,"฿1,267.35",0.16%,2.14%,2.88%,"฿5,531,117,546","฿1,295,251,715","19,266,077 BAND"
160,https://s2.coinmarketcap.com/static/img/coins/64x64/6758.png,SushiSwap,฿1.74,0.48%,3.28%,51.15%,"฿5,523,875,803","฿513,649,907","13,851,799,593 SUSHI"
161,https://s2.coinmarketcap.com/static/img/coins/64x64/3801.png,BORA,฿292.72,0.03%,3.69%,7.71%,"฿5,402,469,666","฿1,060,648,792","80,005,555 BORA"
162,https://s2.coinmarketcap.com/static/img/coins/64x64/8719.png,Illuvium,฿63.01,0.37%,0.94%,8.84%,"฿4,923,515,710","฿531,288,304","369,614,008 ILV"
163,https://s2.coinmarketcap.com/static/img/coins/64x64/5647.png,Kadena,฿25.97,0.05%,0.30%,8.76%,"฿4,860,988,835","฿817,687,352","872,755,477 KDA"
164,https://s2.coinmarketcap.com/static/img/coins/64x64/9543.png,Biconomy,฿309.43,0.09%,2.49%,3.86%,"฿4,820,194,633","฿945,453,360","70,538,831 BICO"
165,https://s2.coinmarketcap.com/static/img/coins/64x64/17799.png,Axelar,฿20.81,0.79%,3.55%,4.45%,"฿4,612,592,095","฿1,204,863,078","1,036,200,000 AXL"
166,https://s2.coinmarketcap.com/static/img/coins/64x64/7878.png,MobileCoin,"฿1,070.50",0.35%,0.94%,14.75%,"฿4,604,634,668","฿178,966,073","19,547,496 MOB"
167,https://s2.coinmarketcap.com/static/img/coins/64x64/109.png,DigiByte,฿0.001059,0.18%,0.68%,1.95%,"฿4,552,216,203","฿775,785,855","19,451,154,673,293 DGB"
168,https://s2.coinmarketcap.com/static/img/coins/64x64/3029.png,Flux,฿0.00005124,0.16%,0.96%,5.46%,"฿4,493,422,690","฿1,570,059,631","391,790,000,000,000 FLUX"
169,https://s2.coinmarketcap.com/static/img/coins/64x64/5691.png,SKALE,฿30.84,0.05%,1.35%,4.84%,"฿4,491,736,013","฿364,160,483","647,563,529 SKL"
170,https://s2.coinmarketcap.com/static/img/coins/64x64/23254.png,Core,฿0.8976,0.16%,2.13%,0.86%,"฿4,440,382,074","฿1,206,805,693","22,175,943,431 CORE"
171,https://s2.coinmarketcap.com/static/img/coins/64x64/1698.png,Horizen,฿204.06,0.11%,0.43%,5.38%,"฿4,435,393,160","฿33,864,791","96,794,195 ZEN"
172,https://s2.coinmarketcap.com/static/img/coins/64x64/2570.png,TomoChain,฿6.36,0.13%,0.41%,4.52%,"฿4,249,077,752","฿559,689,826","3,072,998,793 TOMO"
173,https://s2.coinmarketcap.com/static/img/coins/64x64/18934.png,Stargate Finance,฿2.73,0.17%,0.38%,2.69%,"฿4,213,270,117","฿984,091,191","7,104,696,058 STG"
174,https://s2.coinmarketcap.com/static/img/coins/64x64/8420.png,DAO Maker,฿34.39,0.23%,0.06%,1.82%,"฿4,085,065,315","฿112,198,262","549,583,263 DAO"
175,https://s2.coinmarketcap.com/static/img/coins/64x64/6958.png,Alchemy Pay,"฿2,353.80",0.51%,4.74%,12.32%,"฿4,088,284,692","฿2,299,506,748","7,787,010 ACH"
176,https://s2.coinmarketcap.com/static/img/coins/64x64/5617.png,UMA,฿5.73,0.45%,1.04%,5.72%,"฿4,048,180,211","฿325,968,313","3,142,087,204 UMA"
177,https://s2.coinmarketcap.com/static/img/coins/64x64/3640.png,Livepeer,฿6.36,0.24%,0.67%,6.63%,"฿4,037,730,954","฿175,263,094","28,492,061 LPT"
178,https://s2.coinmarketcap.com/static/img/coins/64x64/1772.png,Storj,"฿1,079.16",0.29%,1.27%,2.48%,"฿4,002,319,411","฿583,880,661","16,328,269 STORJ"
179,https://s2.coinmarketcap.com/static/img/coins/64x64/4948.png,Nervos Network,฿0.002933,0.07%,3.58%,9.02%,"฿3,993,806,642","฿768,506,788","5,808,934,848,366 CKB"
180,https://s2.coinmarketcap.com/static/img/coins/64x64/3814.png,Celer Network,"฿67,706.98",0.24%,0.26%,1.22%,"฿3,963,794,076","฿167,868,129","246,524 CELR"
181,https://s2.coinmarketcap.com/static/img/coins/64x64/24613.png,Open Campus,"฿66,746.91",0.06%,0.00%,1.27%,"฿3,878,492,831","฿121,133,624","249,954 EDU"
182,https://s2.coinmarketcap.com/static/img/coins/64x64/5444.png,Cartesi,"฿1,785.26",0.19%,0.97%,10.77%,"฿3,872,714,484","฿469,855,148","8,892,396 CTSI"
183,https://s2.coinmarketcap.com/static/img/coins/64x64/11396.png,JOE,฿1.40,0.26%,0.24%,8.49%,"฿3,867,517,099","฿205,095,656","11,192,102,914 JOE"
184,https://s2.coinmarketcap.com/static/img/coins/64x64/1214.png,Lisk,฿0.00001645,0.29%,0.10%,0.11%,"฿3,840,072,156","฿437,446,379","951,421,714,286,000 LSK"
185,https://s2.coinmarketcap.com/static/img/coins/64x64/12387.png,Ribbon Finance,฿93.09,0.52%,0.35%,4.86%,"฿3,751,412,683","฿884,856,732","162,233,844 RBN"
186,https://s2.coinmarketcap.com/static/img/coins/64x64/3964.png,Reserve Rights,฿207.12,0.13%,1.36%,9.08%,"฿3,690,378,248","฿455,215,313","73,237,522 RSR"
187,https://s2.coinmarketcap.com/static/img/coins/64x64/9040.png,Pundi X (New),฿22.99,0.10%,4.95%,3.38%,"฿3,649,109,765","฿2,077,524,779","654,546,806 PUNDIX"
188,https://s2.coinmarketcap.com/static/img/coins/64x64/7461.png,PlayDapp,฿15.74,0.04%,1.50%,5.74%,"฿3,607,307,100","฿205,124,713","938,967,981 PLA"
189,https://s2.coinmarketcap.com/static/img/coins/64x64/6748.png,Centrifuge,฿144.01,0.67%,1.61%,5.61%,"฿3,591,242,762","฿21,053,519","97,701,411 CFG"
190,https://s2.coinmarketcap.com/static/img/coins/64x64/9444.png,Kyber Network Crystal v2,฿33.84,0.23%,0.60%,1.99%,"฿3,577,379,571","฿31,669,002","413,728,494 KNC"
191,https://s2.coinmarketcap.com/static/img/coins/64x64/11079.png,Bitgert,"฿1,148.47",0.10%,0.34%,1.14%,"฿3,497,871,278","฿2,042,025,069","11,377,069 BRISE"
192,https://s2.coinmarketcap.com/static/img/coins/64x64/7505.png,Everscale,฿29.91,0.32%,0.04%,2.32%,"฿3,528,186,151","฿296,103,199","416,649,900 EVER"
193,https://s2.coinmarketcap.com/static/img/coins/64x64/5266.png,MiL.k,฿22.24,0.05%,0.26%,2.33%,"฿3,466,965,521","฿52,659,330","560,000,011 MLK"
194,https://s2.coinmarketcap.com/static/img/coins/64x64/20362.png,Polymesh,฿7.18,0.24%,1.83%,9.21%,"฿3,448,555,285","฿189,634,511","1,723,253,601 POLYX"
195,https://s2.coinmarketcap.com/static/img/coins/64x64/1759.png,Status,฿0.7566,0.12%,0.80%,1.79%,"฿3,392,627,705","฿760,689,494","15,867,699,447 SNT"
196,https://s2.coinmarketcap.com/static/img/coins/64x64/7429.png,Liquity,฿75.22,0.37%,1.36%,1.85%,"฿3,384,553,566","฿2,147,416,885","156,256,174 LQTY"
197,https://s2.coinmarketcap.com/static/img/coins/64x64/9816.png,APENFT,฿33.74,0.45%,0.89%,5.74%,"฿3,367,327,614","฿327,763,580","333,904,557 NFT"
198,https://s2.coinmarketcap.com/static/img/coins/64x64/17591.png,NYM,฿11.03,0.23%,2.80%,37.72%,"฿3,327,037,557","฿1,142,190,128","1,018,142,077 NYM"
199,https://s2.coinmarketcap.com/static/img/coins/64x64/12147.png,Synapse,฿52.68,0.31%,0.44%,0.64%,"฿3,302,272,978","฿387,254,880","210,012,354 SYN"
200,https://s2.coinmarketcap.com/static/img/coins/64x64/11877.png,Galxe,฿10.90,0.47%,0.97%,1.71%,"฿3,256,597,229","฿841,232,330","1,000,000,000 GAL"
201,https://s2.coinmarketcap.com/static/img/coins/64x64/8085.png,Lido Staked ETH,฿0.5048,0.33%,1.92%,2.15%,"฿10,490,593,886","฿337,589,861,249","20,733,888,540 stETH"
202,https://s2.coinmarketcap.com/static/img/coins/64x64/18579.png,Wrapped TRON,฿7.02,0.41%,0.65%,7.22%,"฿10,461,592,732","฿154,135,258,094","1,489,852,087 WTRX"
203,https://s2.coinmarketcap.com/static/img/coins/64x64/2870.png,FantasyGold,฿1.82,0.20%,2.03%,2.47%,"฿10,439,999,313","฿555,907,769,302","5,725,718,533 FGC"
204,https://s2.coinmarketcap.com/static/img/coins/64x64/2027.png,Cryptonex,฿126.61,0.19%,2.21%,2.01%,"฿10,396,492,989","฿49,034,538,874","82,112,500 CNX"
205,https://s2.coinmarketcap.com/static/img/coins/64x64/24399.png,Wrapped HBAR,"฿4,017.62",0.29%,0.36%,1.94%,"฿10,385,966,123","฿9,861,151,684","2,589,588 WHBAR"
206,https://s2.coinmarketcap.com/static/img/coins/64x64/5015.png,HEX,฿34.52,0.21%,0.22%,1.56%,"฿10,319,677,261","฿67,703,787,713","26,853,595,125 HEX"
207,https://s2.coinmarketcap.com/static/img/coins/64x64/4023.png,Bitcoin BEP2,฿10.81,0.20%,0.87%,2.94%,"฿10,248,498,349","฿5,490,677,261","34,997,078,646 BTCB"
208,https://s2.coinmarketcap.com/static/img/coins/64x64/6952.png,Frax,฿2.45,0.02%,0.19%,0.66%,"฿9,795,523,202","฿10,221,150,800","140,298,326,384 FRAX"
209,https://s2.coinmarketcap.com/static/img/coins/64x64/24913.png,Wrapped EOS,฿842.59,0.17%,1.35%,14.45%,"฿9,841,356,838","฿11,042,489,226","404,138,466 WEOS"
210,https://s2.coinmarketcap.com/static/img/coins/64x64/20396.png,Kaspa,฿121.27,0.23%,2.04%,13.70%,"฿9,594,598,050","฿220,566,178","89,695,449,640 KAS"
211,https://s2.coinmarketcap.com/static/img/coins/64x64/7192.png,Wrapped BNB,฿94.63,0.52%,0.60%,3.50%,"฿9,462,818,081","฿44,710,800","9,319,469,069 WBNB"
212,https://s2.coinmarketcap.com/static/img/coins/64x64/11092.png,Bitget Token,฿328.95,0.06%,0.33%,5.99%,"฿9,441,411,495","฿391,393,186","73,428,864 BGB"
213,https://s2.coinmarketcap.com/static/img/coins/64x64/5524.png,TNC Coin,฿1.50,0.56%,4.83%,6.74%,"฿9,316,496,405","฿517,819,792","1,208,131,139 TNC"
214,https://s2.coinmarketcap.com/static/img/coins/64x64/11948.png,Radix,฿1.03,0.37%,1.95%,1.85%,"฿9,277,399,169","฿347,706,978","3,431,892,088 XRD"
215,https://s2.coinmarketcap.com/static/img/coins/64x64/3718.png,BitTorrent,"฿1,143.42",0.38%,0.55%,4.95%,"฿9,117,775,990","฿110,877,524","19,456,969 BTTOLD"
216,https://s2.coinmarketcap.com/static/img/coins/64x64/4195.png,FTX Token,฿11.36,0.38%,0.59%,3.98%,"฿8,948,113,831","฿2,061,120,893","161,275 FTT"
217,https://s2.coinmarketcap.com/static/img/coins/64x64/24165.png,Wrapped Kava,฿0.885,0.33%,0.14%,0.99%,"฿8,849,626,928","฿3,076,265,642","345,913,863 WKAVA"
218,https://s2.coinmarketcap.com/static/img/coins/64x64/5190.png,FLEX,฿17.43,0.33%,1.71%,4.94%,"฿8,587,075,665","฿130,918,106","589,346,914,631,298 FLEX"
219,https://s2.coinmarketcap.com/static/img/coins/64x64/5446.png,USDJ,฿0.6669,0.20%,0.16%,3.49%,"฿8,524,797,863","฿1,853,258,710","4,599,846,934 USDJ"
220,https://s2.coinmarketcap.com/static/img/coins/64x64/9566.png,Liquity USD,฿16.89,0.37%,1.90%,14.67%,"฿8,530,002,720","฿230,044,557","27,222,889,606 LUSD"
221,https://s2.coinmarketcap.com/static/img/coins/64x64/6941.png,Huobi BTC,฿7.66,0.05%,2.27%,9.93%,"฿8,480,228,974","฿755,412,306","538,099,970 HBTC"
222,https://s2.coinmarketcap.com/static/img/coins/64x64/11976.png,Aleph Zero,฿477.34,0.19%,2.44%,0.21%,"฿8,360,116,342","฿43,505,259,182","3,851,534,146 AZERO"
223,https://s2.coinmarketcap.com/static/img/coins/64x64/5804.png,DeFiChain,฿136.36,1.15%,1.87%,2.57%,"฿7,976,114,874","฿31,483,118","929,772,211 DFI"
224,https://s2.coinmarketcap.com/static/img/coins/64x64/23246.png,tomiNet,฿208.43,0.37%,0.23%,1.29%,"฿7,881,386,638","฿2,592,689,565","577,501,036 TOMI"
225,https://s2.coinmarketcap.com/static/img/coins/64x64/3987.png,Beldex,฿316.56,0.01%,1.72%,4.93%,"฿7,737,828,062","฿1,882,402,090","346,608,690 BDX"
226,https://s2.coinmarketcap.com/static/img/coins/64x64/4512.png,FINSCHIA,"฿5,628.57",0.03%,0.73%,2.33%,"฿7,689,464,709","฿3,359,721,302","18,309,106 FNSA"
227,https://s2.coinmarketcap.com/static/img/coins/64x64/9466.png,Edgecoin,฿34.50,0.17%,0.27%,1.59%,"฿7,681,696,163","฿48,843,902,403","2,807,559,001 EDGT"
228,https://s2.coinmarketcap.com/static/img/coins/64x64/7548.png,WEMIX,฿639.67,0.03%,0.47%,4.33%,"฿7,685,873,959","฿3,890,685,406","142,140,186 WEMIX"
229,https://s2.coinmarketcap.com/static/img/coins/64x64/10407.png,Baby Doge Coin,"฿1,486.65",0.26%,0.25%,4.04%,"฿7,653,692,572","฿41,206,590","60,000,000 BabyDoge"
230,https://s2.coinmarketcap.com/static/img/coins/64x64/8677.png,Symbol,฿156.81,0.18%,2.56%,1.47%,"฿7,644,518,998","฿4,489,573,261","437,378,904 XYM"
231,https://s2.coinmarketcap.com/static/img/coins/64x64/24760.png,Wrapped Beacon ETH,฿144.76,0.32%,2.12%,0.17%,"฿7,489,404,543","฿752,983,757","439,167,337 WBETH"
232,https://s2.coinmarketcap.com/static/img/coins/64x64/14101.png,Ronin,฿69.49,0.09%,0.29%,10.31%,"฿7,452,000,509","฿1,280,184,005","878,715,842 RON"
233,https://s2.coinmarketcap.com/static/img/coins/64x64/9481.png,Pendle,฿1.82,0.22%,1.28%,0.39%,"฿7,373,299,719","฿1,604,155,710","32,399,966,653 PENDLE"
234,https://s2.coinmarketcap.com/static/img/coins/64x64/9025.png,Tribe,฿259.50,0.00%,2.89%,2.61%,"฿7,318,681,750","฿2,242,526,221","217,061,364 TRIBE"
235,https://s2.coinmarketcap.com/static/img/coins/64x64/25028.png,Ordinals,฿42.62,0.20%,0.07%,7.79%,"฿7,176,336,585","฿4,656,540,080","1,275,000,000 ORDI"
236,https://s2.coinmarketcap.com/static/img/coins/64x64/5625.png,LUKSO (Old),฿2.07,0.50%,1.19%,2.07%,"฿7,181,609,935","฿249,654,474","25,263,013,692 LYXe"
237,https://s2.coinmarketcap.com/static/img/coins/64x64/2989.png,STASIS EURO,฿0.6668,0.15%,1.17%,2.67%,"฿7,124,555,378","฿1,103,000,016","72,714,516,834 EURS"
238,https://s2.coinmarketcap.com/static/img/coins/64x64/2499.png,SwissBorg,฿49.68,0.32%,1.29%,3.56%,"฿6,899,609,942","฿1,450,889,019","940,149,811 CHSB"
239,https://s2.coinmarketcap.com/static/img/coins/64x64/13663.png,Gains Network,"฿3,590.92",0.46%,0.89%,1.11%,"฿6,892,302,330","฿524,665,934","12,072,738 GNS"
240,https://s2.coinmarketcap.com/static/img/coins/64x64/8938.png,Ellipsis,฿4.03,0.08%,0.25%,4.79%,"฿6,865,105,925","฿651,129,805","9,105,437,142 EPS"
241,https://s2.coinmarketcap.com/static/img/coins/64x64/2496.png,Polymath,฿53.91,0.13%,0.55%,1.09%,"฿6,820,250,402","฿4,678,322,518","679,080,066 POLY"
242,https://s2.coinmarketcap.com/static/img/coins/64x64/5566.png,Keep Network,"฿36,285.14",0.48%,5.15%,5.24%,"฿6,736,887,649","฿2,645,158,605","977,631 KEEP"
243,https://s2.coinmarketcap.com/static/img/coins/64x64/20886.png,Astrafer,฿19.48,0.83%,0.63%,1.81%,"฿6,684,816,767","฿4,624,062","1,843,669,839 ASTRAFER"
244,https://s2.coinmarketcap.com/static/img/coins/64x64/3626.png,Rootstock Smart Bitcoin,"฿2,466.36",0.16%,1.33%,10.28%,"฿6,531,055,149","฿1,377,944,265","14,488,264 RBTC"
245,https://s2.coinmarketcap.com/static/img/coins/64x64/2394.png,Telcoin,฿3.93,0.16%,1.33%,6.68%,"฿6,448,089,937","฿1,200,971,827","7,794,018,322 TEL"
246,https://s2.coinmarketcap.com/static/img/coins/64x64/6651.png,USDX [Kava],฿21.44,0.00%,0.78%,3.80%,"฿6,444,527,260","฿534,924,600","1,395,622,272 USDX"
247,https://s2.coinmarketcap.com/static/img/coins/64x64/2467.png,OriginTrail,฿15.45,0.22%,0.01%,1.78%,"฿6,335,499,878","฿2,231,612,686","1,934,931,926 TRAC"
248,https://s2.coinmarketcap.com/static/img/coins/64x64/5908.png,dKargo,"฿1,154.62",0.02%,0.59%,12.60%,"฿6,315,776,340","฿447,028,575","25,742,132 DKA"
249,https://s2.coinmarketcap.com/static/img/coins/64x64/14519.png,VVS Finance,฿26.66,0.07%,1.20%,1.10%,"฿6,282,418,203","฿2,605,170,093","1,097,649,492 VVS"
250,https://s2.coinmarketcap.com/static/img/coins/64x64/21106.png,Radiant Capital,฿28.30,0.47%,1.62%,4.11%,"฿6,182,978,998","฿552,406,202","1,000,000,000 RDNT"
251,https://s2.coinmarketcap.com/static/img/coins/64x64/21178.png,Metars Genesis,฿29.93,1.25%,2.64%,2.19%,"฿6,135,002,336","฿697,709,347","946,248,747 MRS"
252,https://s2.coinmarketcap.com/static/img/coins/64x64/21846.png,SPACE ID,฿26.04,0.39%,0.02%,1.52%,"฿6,077,972,552","฿639,811,832","1,081,888,200 ID"
253,https://s2.coinmarketcap.com/static/img/coins/64x64/1567.png,Nano,฿72.67,0.87%,0.88%,2.88%,"฿5,855,708,657","฿1,844,414,907","368,593,750 XNO"
254,https://s2.coinmarketcap.com/static/img/coins/64x64/1788.png,Metal DAO,฿99.82,0.81%,5.81%,2.19%,"฿5,801,482,890","฿2,784,397,462","267,546,090 MTL"
255,https://s2.coinmarketcap.com/static/img/coins/64x64/693.png,Verge,฿222.64,0.22%,0.90%,0.51%,"฿5,769,713,465","฿1,831,287,034","119,620,744 XVG"
256,https://s2.coinmarketcap.com/static/img/coins/64x64/7737.png,API3,฿13.90,0.00%,0.18%,3.88%,"฿5,641,425,117","฿1,240,554,279","1,893,095,371 API3"
257,https://s2.coinmarketcap.com/static/img/coins/64x64/4006.png,STP,฿34.48,0.15%,0.24%,1.59%,"฿5,607,084,471","฿388,151,922","726,647,502 STPT"
258,https://s2.coinmarketcap.com/static/img/coins/64x64/1816.png,Civic,฿8.74,0.06%,0.55%,4.93%,"฿5,547,573,808","฿1,676,444,833","2,799,626,886 CVC"
259,https://s2.coinmarketcap.com/static/img/coins/64x64/6945.png,Amp,"฿1,267.35",0.16%,2.14%,2.88%,"฿5,528,987,830","฿1,295,251,715","19,266,077 AMP"
260,https://s2.coinmarketcap.com/static/img/coins/64x64/27565.png,Arkham,฿1.74,0.48%,3.28%,51.15%,"฿5,523,875,803","฿513,649,907","13,851,799,593 ARKM"
261,https://s2.coinmarketcap.com/static/img/coins/64x64/9436.png,Dogelon Mars,฿292.72,0.03%,3.69%,7.71%,"฿5,399,650,772","฿1,060,648,792","80,005,555 ELON"
262,https://s2.coinmarketcap.com/static/img/coins/64x64/1808.png,OMG Network,฿63.01,0.37%,0.94%,8.84%,"฿4,939,829,128","฿531,288,304","369,614,008 OMG"
263,https://s2.coinmarketcap.com/static/img/coins/64x64/1637.png,iExec RLC,฿25.97,0.05%,0.30%,8.76%,"฿4,864,469,927","฿817,687,352","872,755,477 RLC"
264,https://s2.coinmarketcap.com/static/img/coins/64x64/5939.png,Wrapped NXM,฿309.43,0.09%,2.49%,3.86%,"฿4,813,889,877","฿945,453,360","70,538,831 WNXM"
265,https://s2.coinmarketcap.com/static/img/coins/64x64/5113.png,inSure DeFi,฿20.81,0.79%,3.55%,4.45%,"฿4,626,349,449","฿1,204,863,078","1,036,200,000 SURE"
266,https://s2.coinmarketcap.com/static/img/coins/64x64/3835.png,Orbs,"฿1,070.50",0.35%,0.94%,14.75%,"฿4,604,634,668","฿178,966,073","19,547,496 ORBS"
267,https://s2.coinmarketcap.com/static/img/coins/64x64/2303.png,MediBloc,฿0.001059,0.18%,0.68%,1.95%,"฿4,552,216,203","฿775,785,855","19,451,154,673,293 MED"
268,https://s2.coinmarketcap.com/static/img/coins/64x64/9308.png,Vulcan Forged PYR,฿0.00005124,0.16%,0.96%,5.46%,"฿2,945,843,689","฿1,570,059,631","391,790,000,000,000 PYR"
269,https://s2.coinmarketcap.com/static/img/coins/64x64/15261.png,ONUS,฿30.84,0.05%,1.35%,4.84%,"฿4,481,035,586",--,"647,563,529 ONUS"
270,https://s2.coinmarketcap.com/static/img/coins/64x64/3217.png,Ontology Gas,฿0.8976,0.16%,2.13%,0.86%,"฿4,440,382,074","฿1,206,805,693","22,175,943,431 ONG"
271,https://s2.coinmarketcap.com/static/img/coins/64x64/12400.png,Decimal,฿204.06,0.11%,0.43%,5.38%,"฿4,435,393,160","฿33,864,791","96,794,195 DEL"
272,https://s2.coinmarketcap.com/static/img/coins/64x64/2132.png,Powerledger,฿6.36,0.13%,0.41%,4.52%,"฿4,240,489,545","฿559,689,826","3,072,998,793 POWR"
273,https://s2.coinmarketcap.com/static/img/coins/64x64/541.png,Syscoin,฿2.73,0.17%,0.38%,2.69%,"฿4,213,270,117","฿984,091,191","7,104,696,058 SYS"
274,https://s2.coinmarketcap.com/static/img/coins/64x64/7232.png,Stella,฿34.39,0.23%,0.06%,1.82%,"฿2,871,722,750","฿112,198,262","549,583,263 ALPHA"
275,https://s2.coinmarketcap.com/static/img/coins/64x64/5268.png,Energy Web Token,"฿2,353.80",0.51%,4.74%,12.32%,"฿2,860,292,989","฿2,299,506,748","7,787,010 EWT"
276,https://s2.coinmarketcap.com/static/img/coins/64x64/1230.png,Steem,฿5.73,0.45%,1.04%,5.72%,"฿4,048,180,211","฿325,968,313","3,142,087,204 STEEM"
277,https://s2.coinmarketcap.com/static/img/coins/64x64/1732.png,Numeraire,฿6.36,0.24%,0.67%,6.63%,"฿2,852,882,743","฿175,263,094","6,275,415 NMR"
278,https://s2.coinmarketcap.com/static/img/coins/64x64/7326.png,DeXe,"฿1,079.16",0.29%,1.27%,2.48%,"฿2,847,336,679","฿583,880,661","16,328,269 DEXE"
279,https://s2.coinmarketcap.com/static/img/coins/64x64/13523.png,Merit Circle,฿0.002933,0.07%,3.58%,9.02%,"฿2,846,901,166","฿768,506,788","5,808,934,848,366 MC"
280,https://s2.coinmarketcap.com/static/img/coins/64x64/3978.png,Chromia,"฿67,706.98",0.24%,0.26%,1.22%,"฿2,841,267,982","฿167,868,129","246,524 CHR"
281,https://s2.coinmarketcap.com/static/img/coins/64x64/18037.png,Maverick Protocol,"฿66,746.91",0.06%,0.00%,1.27%,"฿2,791,379,425","฿121,133,624","249,954 MAV"
282,https://s2.coinmarketcap.com/static/img/coins/64x64/10903.png,Coin98,"฿1,785.26",0.19%,0.97%,10.77%,"฿2,789,424,304","฿469,855,148","8,892,396 C98"
283,https://s2.coinmarketcap.com/static/img/coins/64x64/3437.png,ABBC Coin,฿1.40,0.26%,0.24%,8.49%,"฿3,867,517,099","฿205,095,656","11,192,102,914 ABBC"
284,https://s2.coinmarketcap.com/static/img/coins/64x64/3701.png,Rootstock Infrastructure Framework,฿0.00001645,0.29%,0.10%,0.11%,"฿3,840,072,156","฿437,446,379","951,421,714,286,000 RIF"
285,https://s2.coinmarketcap.com/static/img/coins/64x64/10442.png,Decentralized Social,฿93.09,0.52%,0.35%,4.86%,"฿3,751,412,683","฿884,856,732","162,233,844 DESO"
286,https://s2.coinmarketcap.com/static/img/coins/64x64/9674.png,Wilder World,฿207.12,0.13%,1.36%,9.08%,"฿2,681,296,663","฿455,215,313","73,237,522 WILD"
287,https://s2.coinmarketcap.com/static/img/coins/64x64/24203.png,SmarDex,฿22.99,0.10%,4.95%,3.38%,"฿3,649,109,765","฿2,077,524,779","654,546,806 SDEX"
288,https://s2.coinmarketcap.com/static/img/coins/64x64/6843.png,Radworks,฿15.74,0.04%,1.50%,5.74%,"฿3,607,249,049","฿205,124,713","938,967,981 RAD"
289,https://s2.coinmarketcap.com/static/img/coins/64x64/2071.png,Request,฿144.01,0.67%,1.61%,5.61%,"฿2,643,000,342","฿21,053,519","97,701,411 REQ"
290,https://s2.coinmarketcap.com/static/img/coins/64x64/2982.png,MVL,฿33.84,0.23%,0.60%,1.99%,"฿3,577,379,571","฿31,669,002","413,728,494 MVL"
291,https://s2.coinmarketcap.com/static/img/coins/64x64/22008.png,Vibing,"฿1,148.47",0.10%,0.34%,1.14%,"฿3,497,871,278","฿2,042,025,069","11,377,069 VBG"
292,https://s2.coinmarketcap.com/static/img/coins/64x64/2930.png,IQ,฿29.91,0.32%,0.04%,2.32%,"฿3,530,922,827","฿296,103,199","416,649,900 IQ"
293,https://s2.coinmarketcap.com/static/img/coins/64x64/3012.png,VeThor Token,฿22.24,0.05%,0.26%,2.33%,"฿2,582,189,815","฿52,659,330","560,000,011 VTHO"
294,https://s2.coinmarketcap.com/static/img/coins/64x64/1320.png,Ardor,฿7.18,0.24%,1.83%,9.21%,"฿3,448,555,285","฿189,634,511","1,723,253,601 ARDR"
295,https://s2.coinmarketcap.com/static/img/coins/64x64/26914.png,Statter Network,฿0.7566,0.12%,0.80%,1.79%,"฿3,392,627,705","฿760,689,494","15,867,699,447 STT"
296,https://s2.coinmarketcap.com/static/img/coins/64x64/5604.png,Secret,฿75.22,0.37%,1.36%,1.85%,"฿2,555,816,172","฿2,147,416,885","156,256,174 SCRT"
297,https://s2.coinmarketcap.com/static/img/coins/64x64/2297.png,StormX,฿33.74,0.45%,0.89%,5.74%,"฿2,557,658,172","฿327,763,580","333,904,557 STMX"
