NO,imageURL,Name,Price,1h%,24h%,7d%,Market Cap,Volume(24h),Circulating Supply
298,https://s2.coinmarketcap.com/static/img/coins/64x64/1886.png,Dent,฿11.03,0.23%,2.80%,37.72%,"฿3,327,037,557","฿1,142,190,128","1,018,142,077 DENT"
299,https://s2.coinmarketcap.com/static/img/coins/64x64/1343.png,Stratis,฿52.68,0.31%,0.44%,0.64%,"฿2,520,775,550","฿387,254,880","210,012,354 STRAX"
300,https://s2.coinmarketcap.com/static/img/coins/64x64/2780.png,NKN,฿10.90,0.47%,0.97%,1.71%,"฿3,256,597,229","฿841,232,330","1,000,000,000 NKN"
301,https://s2.coinmarketcap.com/static/img/coins/64x64/7102.png,Linear Finance,฿0.5048,0.33%,1.92%,2.15%,"฿504,213,886,098","฿337,589,861,249","20,733,888,540 LINA"
302,https://s2.coinmarketcap.com/static/img/coins/64x64/2780.png,NKN,฿3.29,0.45%,0.11%,6.43%,"฿2,485,677,090","฿207,105,995","754,831,362 NKN"
303,https://s2.coinmarketcap.com/static/img/coins/64x64/22461.png,Hashflow,฿1.82,0.20%,2.03%,2.47%,"฿93,221,387,501","฿555,907,769,302","5,725,718,533 HFT"
304,https://s2.coinmarketcap.com/static/img/coins/64x64/9640.png,MetisDAO,฿126.61,0.19%,2.21%,2.01%,"฿10,396,492,989","฿49,034,538,874","82,112,500 METIS"
305,https://s2.coinmarketcap.com/static/img/coins/64x64/3600.png,Hippocrat,฿2.79,0.29%,5.71%,1.96%,"฿2,544,905,490","฿9,861,151,684","913,409,273 HPO"
306,https://s2.coinmarketcap.com/static/img/coins/64x64/16876.png,Artificial Liquid Intelligence,฿0.6746,0.21%,0.46%,3.81%,"฿2,420,580,860","฿67,703,787,713","3,588,163,660 ALI"
307,https://s2.coinmarketcap.com/static/img/coins/64x64/22359.png,XPLA,฿10.81,0.20%,0.87%,2.94%,"฿55,503,405,374","฿5,490,677,261","34,997,078,646 XPLA"
308,https://s2.coinmarketcap.com/static/img/coins/64x64/1762.png,Ergo,฿2.45,0.02%,0.19%,0.66%,"฿31,415,084,677","฿10,221,150,800","140,298,326,384 ERG"
309,https://s2.coinmarketcap.com/static/img/coins/64x64/7431.png,Akash Network,฿842.59,0.17%,1.35%,14.45%,"฿2,364,355,057","฿11,042,489,226","404,138,466 AKT"
310,https://s2.coinmarketcap.com/static/img/coins/64x64/5279.png,Sologenic,฿121.27,0.23%,2.04%,13.70%,"฿2,346,858,918","฿220,566,178","89,695,449,640 SOLO"
311,https://s2.coinmarketcap.com/static/img/coins/64x64/10052.png,Gitcoin,฿94.63,0.52%,0.60%,3.50%,"฿2,346,166,602","฿44,710,800","9,319,469,069 GTC"
312,https://s2.coinmarketcap.com/static/img/coins/64x64/5824.png,Smooth Love Potion,฿0.05598,0.14%,0.09%,6.22%,"฿2,338,996,212","฿163,947,435","41,792,886,481 SLP"
313,https://s2.coinmarketcap.com/static/img/coins/64x64/7411.png,Covalent,฿1.50,0.56%,4.83%,6.74%,"฿2,323,844,729","฿517,819,792","1,208,131,139 CQT"
314,https://s2.coinmarketcap.com/static/img/coins/64x64/7288.png,Venus,฿1.03,0.37%,1.95%,1.85%,"฿2,323,965,294","฿347,706,978","3,431,892,088 XVS"
315,https://s2.coinmarketcap.com/static/img/coins/64x64/4206.png,WINkLink,"฿1,143.42",0.38%,0.55%,4.95%,"฿2,313,803,709","฿110,877,524","19,456,969 WIN"
316,https://s2.coinmarketcap.com/static/img/coins/64x64/14806.png,ConstitutionDAO,฿11.36,0.38%,0.59%,3.98%,"฿2,310,369,382","฿2,061,120,893","161,275 PEOPLE"
317,https://s2.coinmarketcap.com/static/img/coins/64x64/23635.png,BinaryX,฿0.885,0.33%,0.14%,0.99%,"฿8,849,626,928","฿3,076,265,642","345,913,863 BNX"
318,https://s2.coinmarketcap.com/static/img/coins/64x64/7497.png,Marlin,฿17.43,0.33%,1.71%,4.94%,"฿14,279,338,486","฿130,918,106","589,346,914,631,298 POND"
319,https://s2.coinmarketcap.com/static/img/coins/64x64/2539.png,Ren,฿0.6669,0.20%,0.16%,3.49%,"฿2,292,390,309","฿1,853,258,710","4,599,846,934 REN"
320,https://s2.coinmarketcap.com/static/img/coins/64x64/5117.png,Origin Protocol,฿16.89,0.37%,1.90%,14.67%,"฿10,172,910,437","฿230,044,557","27,222,889,606 OGN"
321,https://s2.coinmarketcap.com/static/img/coins/64x64/3992.png,COTI,฿7.66,0.05%,2.27%,9.93%,"฿9,236,399,389","฿755,412,306","538,099,970 COTI"
322,https://s2.coinmarketcap.com/static/img/coins/64x64/8335.png,Mdex,฿477.34,0.19%,2.44%,0.21%,"฿8,270,400,748","฿43,505,259,182","3,851,534,146 MDX"
323,https://s2.coinmarketcap.com/static/img/coins/64x64/3884.png,Function X,฿136.36,1.15%,1.87%,2.57%,"฿2,142,286,306","฿31,483,118","929,772,211 FX"
324,https://s2.coinmarketcap.com/static/img/coins/64x64/8489.png,XSGD,฿208.43,0.37%,0.23%,1.29%,"฿2,142,964,386","฿2,592,689,565","577,501,036 XSGD"
325,https://s2.coinmarketcap.com/static/img/coins/64x64/4039.png,ARPA,฿316.56,0.01%,1.72%,4.93%,"฿2,137,541,902","฿1,882,402,090","346,608,690 ARPA"
326,https://s2.coinmarketcap.com/static/img/coins/64x64/7817.png,Bifrost,"฿5,628.57",0.03%,0.73%,2.33%,"฿7,270,073,508","฿3,359,721,302","18,309,106 BFC"
327,https://s2.coinmarketcap.com/static/img/coins/64x64/20672.png,Clash of Lilliput,฿34.50,0.17%,0.27%,1.59%,"฿7,249,600,584","฿48,843,902,403","2,807,559,001 COL"
328,https://s2.coinmarketcap.com/static/img/coins/64x64/8100.png,Ankr Staked ETH,฿639.67,0.03%,0.47%,4.33%,"฿7,685,873,959","฿3,890,685,406","142,140,186 ankrETH"
329,https://s2.coinmarketcap.com/static/img/coins/64x64/2840.png,QuarkChain,"฿1,486.65",0.26%,0.25%,4.04%,"฿2,118,895,729","฿41,206,590","60,000,000 QKC"
330,https://s2.coinmarketcap.com/static/img/coins/64x64/18895.png,MARBLEX,฿156.81,0.18%,2.56%,1.47%,"฿2,118,208,013","฿4,489,573,261","437,378,904 MBX"
331,https://s2.coinmarketcap.com/static/img/coins/64x64/26680.png,Neutron,฿144.76,0.32%,2.12%,0.17%,"฿6,032,636,234","฿752,983,757","439,167,337 NTRN"
332,https://s2.coinmarketcap.com/static/img/coins/64x64/6841.png,Phala Network,฿69.49,0.09%,0.29%,10.31%,"฿2,055,167,193","฿1,280,184,005","878,715,842 PHA"
333,https://s2.coinmarketcap.com/static/img/coins/64x64/7281.png,Persistence,฿1.82,0.22%,1.28%,0.39%,"฿2,055,608,538","฿1,604,155,710","32,399,966,653 XPRT"
334,https://s2.coinmarketcap.com/static/img/coins/64x64/11307.png,Beta Finance,฿259.50,0.00%,2.89%,2.61%,"฿2,014,073,675","฿2,242,526,221","217,061,364 BETA"
335,https://s2.coinmarketcap.com/static/img/coins/64x64/9175.png,MOBOX,฿42.62,0.20%,0.07%,7.79%,"฿2,000,064,809","฿4,656,540,080","1,275,000,000 MBOX"
336,https://s2.coinmarketcap.com/static/img/coins/64x64/4189.png,Ultra,฿2.07,0.50%,1.19%,2.07%,"฿1,994,388,132","฿249,654,474","25,263,013,692 UOS"
337,https://s2.coinmarketcap.com/static/img/coins/64x64/2896.png,Hifi Finance (Old),฿0.6668,0.15%,1.17%,2.67%,"฿4,735,356,494","฿1,103,000,016","72,714,516,834 MFT"
338,https://s2.coinmarketcap.com/static/img/coins/64x64/1727.png,Bancor,฿49.68,0.32%,1.29%,3.56%,"฿4,714,555,811","฿1,450,889,019","940,149,811 BNT"
339,https://s2.coinmarketcap.com/static/img/coins/64x64/18031.png,Concordium,"฿3,590.92",0.46%,0.89%,1.11%,"฿1,956,645,851","฿524,665,934","12,072,738 CCD"
340,https://s2.coinmarketcap.com/static/img/coins/64x64/4807.png,Shentu,฿4.03,0.08%,0.25%,4.79%,"฿1,960,338,373","฿651,129,805","9,105,437,142 CTK"
341,https://s2.coinmarketcap.com/static/img/coins/64x64/2588.png,Loom Network,฿53.91,0.13%,0.55%,1.09%,"฿4,385,385,321","฿4,678,322,518","679,080,066 LOOM"
342,https://s2.coinmarketcap.com/static/img/coins/64x64/10529.png,Sun (New),"฿36,285.14",0.48%,5.15%,5.24%,"฿6,736,887,649","฿2,645,158,605","977,631 SUN"
343,https://s2.coinmarketcap.com/static/img/coins/64x64/2665.png,Dero,฿19.48,0.83%,0.63%,1.81%,"฿3,618,873,960","฿4,624,062","1,843,669,839 DERO"
344,https://s2.coinmarketcap.com/static/img/coins/64x64/5866.png,DEXTools,"฿2,466.36",0.16%,1.33%,10.28%,"฿6,531,055,149","฿1,377,944,265","14,488,264 DEXT"
345,https://s2.coinmarketcap.com/static/img/coins/64x64/4092.png,Dusk,฿3.93,0.16%,1.33%,6.68%,"฿1,931,516,363","฿1,200,971,827","7,794,018,322 DUSK"
346,https://s2.coinmarketcap.com/static/img/coins/64x64/6216.png,AXEL,฿21.44,0.00%,0.78%,3.80%,"฿3,435,016,150","฿534,924,600","1,395,622,272 AXEL"
347,https://s2.coinmarketcap.com/static/img/coins/64x64/10223.png,Vega Protocol,฿15.45,0.22%,0.01%,1.78%,"฿1,916,717,653","฿2,231,612,686","1,934,931,926 VEGA"
348,https://s2.coinmarketcap.com/static/img/coins/64x64/7824.png,Vai,"฿1,154.62",0.02%,0.59%,12.60%,"฿6,315,776,340","฿447,028,575","25,742,132 VAI"
349,https://s2.coinmarketcap.com/static/img/coins/64x64/7242.png,cVault.finance,฿26.66,0.07%,1.20%,1.10%,"฿3,386,810,489","฿2,605,170,093","1,097,649,492 CORE"
350,https://s2.coinmarketcap.com/static/img/coins/64x64/21532.png,Aura Finance,฿28.30,0.47%,1.62%,4.11%,"฿3,285,358,154","฿552,406,202","1,000,000,000 AURA"
351,https://s2.coinmarketcap.com/static/img/coins/64x64/13769.png,World Mobile Token,฿29.93,1.25%,2.64%,2.19%,"฿3,276,467,602","฿697,709,347","946,248,747 WMT"
352,https://s2.coinmarketcap.com/static/img/coins/64x64/6731.png,Tokamak Network,฿26.04,0.39%,0.02%,1.52%,"฿3,202,988,997","฿639,811,832","1,081,888,200 TON"
353,https://s2.coinmarketcap.com/static/img/coins/64x64/20641.png,Euro Coin,฿72.67,0.87%,0.88%,2.88%,"฿1,827,369,485","฿1,844,414,907","368,593,750 EUROC"
354,https://s2.coinmarketcap.com/static/img/coins/64x64/5026.png,Orchid,฿99.82,0.81%,5.81%,2.19%,"฿1,805,336,869","฿2,784,397,462","267,546,090 OXT"
355,https://s2.coinmarketcap.com/static/img/coins/64x64/5161.png,WazirX,฿222.64,0.22%,0.90%,0.51%,"฿3,067,607,815","฿1,831,287,034","119,620,744 WRX"
356,https://s2.coinmarketcap.com/static/img/coins/64x64/6756.png,Acala Token,฿13.90,0.00%,0.18%,3.88%,"฿5,641,425,117","฿1,240,554,279","1,893,095,371 ACA"
357,https://s2.coinmarketcap.com/static/img/coins/64x64/9868.png,XCAD Network,฿34.48,0.15%,0.24%,1.59%,"฿3,034,820,481","฿388,151,922","726,647,502 XCAD"
358,https://s2.coinmarketcap.com/static/img/coins/64x64/2868.png,Constellation,฿8.74,0.06%,0.55%,4.93%,"฿5,547,573,808","฿1,676,444,833","2,799,626,886 DAG"
359,https://s2.coinmarketcap.com/static/img/coins/64x64/1866.png,Bytom,"฿1,267.35",0.16%,2.14%,2.88%,"฿1,770,420,682","฿1,295,251,715","19,266,077 BTM"
360,https://s2.coinmarketcap.com/static/img/coins/64x64/22764.png,Hooked Protocol,฿1.74,0.48%,3.28%,51.15%,"฿1,769,120,220","฿513,649,907","13,851,799,593 HOOK"
361,https://s2.coinmarketcap.com/static/img/coins/64x64/11289.png,Spell Token,฿292.72,0.03%,3.69%,7.71%,"฿1,769,846,081","฿1,060,648,792","80,005,555 SPELL"
362,https://s2.coinmarketcap.com/static/img/coins/64x64/3855.png,Locus Chain,฿63.01,0.37%,0.94%,8.84%,"฿3,003,379,931","฿531,288,304","369,614,008 LOCUS"
363,https://s2.coinmarketcap.com/static/img/coins/64x64/8766.png,MyNeighborAlice,฿25.97,0.05%,0.30%,8.76%,"฿2,991,308,582","฿817,687,352","872,755,477 ALICE"
364,https://s2.coinmarketcap.com/static/img/coins/64x64/7046.png,Aavegotchi,฿309.43,0.09%,2.49%,3.86%,"฿1,760,494,186","฿945,453,360","70,538,831 GHST"
365,https://s2.coinmarketcap.com/static/img/coins/64x64/4038.png,MovieBloc,฿20.81,0.79%,3.55%,4.45%,"฿2,973,058,753","฿1,204,863,078","1,036,200,000 MBL"
366,https://s2.coinmarketcap.com/static/img/coins/64x64/17081.png,LooksRare,"฿1,070.50",0.35%,0.94%,14.75%,"฿2,929,606,718","฿178,966,073","19,547,496 LOOKS"
367,https://s2.coinmarketcap.com/static/img/coins/64x64/2763.png,Morpheus.Network,฿0.001059,0.18%,0.68%,1.95%,"฿2,948,621,638","฿775,785,855","19,451,154,673,293 MNW"
368,https://s2.coinmarketcap.com/static/img/coins/64x64/23825.png,AllianceBlock Nexera,฿0.00005124,0.16%,0.96%,5.46%,"฿1,714,892,962","฿1,570,059,631","391,790,000,000,000 NXRA"
369,https://s2.coinmarketcap.com/static/img/coins/64x64/11584.png,Braintrust,฿30.84,0.05%,1.35%,4.84%,"฿1,714,965,767","฿17,784,356","647,563,529 BTRST"
370,https://s2.coinmarketcap.com/static/img/coins/64x64/8107.png,Cobak Token,฿0.8976,0.16%,2.13%,0.86%,"฿2,927,916,388","฿1,206,805,693","22,175,943,431 CBK"
371,https://s2.coinmarketcap.com/static/img/coins/64x64/1586.png,Ark,฿204.06,0.11%,0.43%,5.38%,"฿2,900,814,425","฿33,864,791","96,794,195 ARK"
372,https://s2.coinmarketcap.com/static/img/coins/64x64/22265.png,Oasys,฿6.36,0.13%,0.41%,4.52%,"฿2,892,525,800","฿559,689,826","3,072,998,793 OAS"
373,https://s2.coinmarketcap.com/static/img/coins/64x64/3637.png,Aergo,฿2.73,0.17%,0.38%,2.69%,"฿2,877,175,826","฿984,091,191","7,104,696,058 AERGO"
374,https://s2.coinmarketcap.com/static/img/coins/64x64/1757.png,FUNToken,฿34.39,0.23%,0.06%,1.82%,"฿1,672,553,882","฿112,198,262","549,583,263 FUN"
375,https://s2.coinmarketcap.com/static/img/coins/64x64/8526.png,Raydium,"฿2,353.80",0.51%,4.74%,12.32%,"฿1,660,003,322","฿2,299,506,748","7,787,010 RAY"
376,https://s2.coinmarketcap.com/static/img/coins/64x64/5612.png,SOMESING,฿5.73,0.45%,1.04%,5.72%,"฿2,853,994,419","฿325,968,313","3,142,087,204 SSX"
377,https://s2.coinmarketcap.com/static/img/coins/64x64/4275.png,COMBO,฿6.36,0.24%,0.67%,6.63%,"฿1,653,342,131","฿175,263,094","71,051,748 COMBO"
378,https://s2.coinmarketcap.com/static/img/coins/64x64/9286.png,Doge Killer,"฿1,079.16",0.29%,1.27%,2.48%,"฿1,653,480,329","฿583,880,661","16,328,269 LEASH"
379,https://s2.coinmarketcap.com/static/img/coins/64x64/5198.png,Creditcoin,฿0.002933,0.07%,3.58%,9.02%,"฿1,643,545,719","฿768,506,788","5,808,934,848,366 CTC"
380,https://s2.coinmarketcap.com/static/img/coins/64x64/8911.png,Strike,"฿67,706.98",0.24%,0.26%,1.22%,"฿2,841,267,982","฿167,868,129","246,524 STRK"
381,https://s2.coinmarketcap.com/static/img/coins/64x64/5956.png,MUX Protocol,"฿66,746.91",0.06%,0.00%,1.27%,"฿2,791,379,425","฿121,133,624","249,954 MCB"
382,https://s2.coinmarketcap.com/static/img/coins/64x64/3816.png,Verasity,"฿1,785.26",0.19%,0.97%,10.77%,"฿2,789,424,304","฿469,855,148","8,892,396 VRA"
383,https://s2.coinmarketcap.com/static/img/coins/64x64/3316.png,smARTOFGIVING,฿1.40,0.26%,0.24%,8.49%,"฿3,867,517,099","฿205,095,656","11,192,102,914 AOG"
384,https://s2.coinmarketcap.com/static/img/coins/64x64/11232.png,Highstreet,฿0.00001645,0.29%,0.10%,0.11%,"฿1,586,526,796","฿437,446,379","951,421,714,286,000 HIGH"
385,https://s2.coinmarketcap.com/static/img/coins/64x64/11568.png,Adventure Gold,฿93.09,0.52%,0.35%,4.86%,"฿2,748,063,559","฿884,856,732","162,233,844 AGLD"
386,https://s2.coinmarketcap.com/static/img/coins/64x64/5072.png,Rakon,฿207.12,0.13%,1.36%,9.08%,"฿2,681,296,663","฿455,215,313","73,237,522 RKN"
387,https://s2.coinmarketcap.com/static/img/coins/64x64/1993.png,Kin,฿22.99,0.10%,4.95%,3.38%,"฿3,649,109,765","฿2,077,524,779","654,546,806 KIN"
388,https://s2.coinmarketcap.com/static/img/coins/64x64/2765.png,XYO,฿15.74,0.04%,1.50%,5.74%,"฿2,664,510,756","฿205,124,713","938,967,981 XYO"
389,https://s2.coinmarketcap.com/static/img/coins/64x64/3089.png,AVINOC,฿144.01,0.67%,1.61%,5.61%,"฿2,643,000,342","฿21,053,519","97,701,411 AVINOC"
390,https://s2.coinmarketcap.com/static/img/coins/64x64/3418.png,Metadium,฿33.84,0.23%,0.60%,1.99%,"฿2,633,002,181","฿31,669,002","413,728,494 META"
391,https://s2.coinmarketcap.com/static/img/coins/64x64/5326.png,Orbit Chain,"฿1,148.47",0.10%,0.34%,1.14%,"฿1,567,382,736","฿2,042,025,069","11,377,069 ORC"
392,https://s2.coinmarketcap.com/static/img/coins/64x64/4950.png,LCX,฿29.91,0.32%,0.04%,2.32%,"฿2,598,831,605","฿296,103,199","416,649,900 LCX"
393,https://s2.coinmarketcap.com/static/img/coins/64x64/17917.png,RSS3,฿22.24,0.05%,0.26%,2.33%,"฿1,527,849,128","฿52,659,330","560,000,011 RSS3"
394,https://s2.coinmarketcap.com/static/img/coins/64x64/7055.png,DeFi Pulse Index,฿7.18,0.24%,1.83%,9.21%,"฿2,574,826,705","฿189,634,511","1,723,253,601 DPI"
395,https://s2.coinmarketcap.com/static/img/coins/64x64/5618.png,Dawn Protocol,฿0.7566,0.12%,0.80%,1.79%,"฿2,558,672,166","฿760,689,494","15,867,699,447 DAWN"
396,https://s2.coinmarketcap.com/static/img/coins/64x64/7224.png,DODO,฿75.22,0.37%,1.36%,1.85%,"฿1,490,620,415","฿2,147,416,885","156,256,174 DODO"
397,https://s2.coinmarketcap.com/static/img/coins/64x64/2927.png,sUSD,฿33.74,0.45%,0.89%,5.74%,"฿2,557,658,172","฿327,763,580","333,904,557 SUSD"
398,https://s2.coinmarketcap.com/static/img/coins/64x64/7236.png,Celo Dollar,฿11.03,0.23%,2.80%,37.72%,"฿1,485,997,348","฿1,142,190,128","1,018,142,077 CUSD"
399,https://s2.coinmarketcap.com/static/img/coins/64x64/9220.png,StrikeX,฿52.68,0.31%,0.44%,0.64%,"฿2,520,775,550","฿387,254,880","210,012,354 STRX"
400,https://s2.coinmarketcap.com/static/img/coins/64x64/8290.png,SuperVerse,฿10.90,0.47%,0.97%,1.71%,"฿1,466,943,945","฿841,232,330","1,000,000,000 SUPER"
401,https://s2.coinmarketcap.com/static/img/coins/64x64/7692.png,e-Radix,฿0.5048,0.33%,1.92%,2.15%,"฿504,213,886,098","฿337,589,861,249","20,733,888,540 EXRD"
402,https://s2.coinmarketcap.com/static/img/coins/64x64/21928.png,Veritise,฿3.29,0.45%,0.11%,6.43%,"฿2,485,677,090","฿207,105,995","224,055,263 VTS"
403,https://s2.coinmarketcap.com/static/img/coins/64x64/2856.png,CEEK VR,฿1.82,0.20%,2.03%,2.47%,"฿93,221,387,501","฿555,907,769,302","5,725,718,533 CEEK"
404,https://s2.coinmarketcap.com/static/img/coins/64x64/7859.png,Badger DAO,฿126.61,0.19%,2.21%,2.01%,"฿10,396,492,989","฿49,034,538,874","82,112,500 BADGER"
405,https://s2.coinmarketcap.com/static/img/coins/64x64/18802.png,Dust Protocol,฿2.79,0.29%,5.71%,1.96%,"฿2,544,905,490","฿9,861,151,684","913,409,273 DUST"
406,https://s2.coinmarketcap.com/static/img/coins/64x64/22074.png,ALEX Lab,฿0.6746,0.21%,0.46%,3.81%,"฿2,420,580,860","฿67,703,787,713","3,588,163,660 ALEX"
407,https://s2.coinmarketcap.com/static/img/coins/64x64/2700.png,Celsius,฿10.81,0.20%,0.87%,2.94%,"฿1,439,807,084","฿5,490,677,261","34,997,078,646 CEL"
408,https://s2.coinmarketcap.com/static/img/coins/64x64/3930.png,ThunderCore,฿2.45,0.02%,0.19%,0.66%,"฿31,415,084,677","฿10,221,150,800","140,298,326,384 TT"
409,https://s2.coinmarketcap.com/static/img/coins/64x64/9020.png,Toko Token,฿842.59,0.17%,1.35%,14.45%,"฿2,364,355,057","฿11,042,489,226","404,138,466 TKO"
410,https://s2.coinmarketcap.com/static/img/coins/64x64/6928.png,Bella Protocol,฿121.27,0.23%,2.04%,13.70%,"฿1,431,012,843","฿220,566,178","89,695,449,640 BEL"
411,https://s2.coinmarketcap.com/static/img/coins/64x64/10688.png,Yield Guild Games,฿94.63,0.52%,0.60%,3.50%,"฿1,431,071,961","฿44,710,800","9,319,469,069 YGG"
412,https://s2.coinmarketcap.com/static/img/coins/64x64/2137.png,Electroneum,฿0.05598,0.14%,0.09%,6.22%,"฿2,338,996,212","฿163,947,435","41,792,886,481 ETN"
413,https://s2.coinmarketcap.com/static/img/coins/64x64/8985.png,Efinity Token,฿1.50,0.56%,4.83%,6.74%,"฿1,411,017,267","฿517,819,792","1,208,131,139 EFI"
414,https://s2.coinmarketcap.com/static/img/coins/64x64/1552.png,Enzyme,฿1.03,0.37%,1.95%,1.85%,"฿2,323,965,294","฿347,706,978","3,431,892,088 MLN"
415,https://s2.coinmarketcap.com/static/img/coins/64x64/11374.png,Mines of Dalarnia,"฿1,143.42",0.38%,0.55%,4.95%,"฿1,400,381,078","฿110,877,524","19,456,969 DAR"
416,https://s2.coinmarketcap.com/static/img/coins/64x64/9421.png,Ampleforth Governance Token,฿11.36,0.38%,0.59%,3.98%,"฿1,386,695,898","฿2,061,120,893","161,275 FORTH"
417,https://s2.coinmarketcap.com/static/img/coins/64x64/9119.png,Alien Worlds,฿0.885,0.33%,0.14%,0.99%,"฿1,375,833,752","฿3,076,265,642","345,913,863 TLM"
418,https://s2.coinmarketcap.com/static/img/coins/64x64/5919.png,Meter Governance,฿17.43,0.33%,1.71%,4.94%,"฿1,378,493,856","฿130,918,106","589,346,914,631,298 MTRG"
419,https://s2.coinmarketcap.com/static/img/coins/64x64/2606.png,Wanchain,฿0.6669,0.20%,0.16%,3.49%,"฿2,292,390,309","฿1,853,258,710","4,599,846,934 WAN"
420,https://s2.coinmarketcap.com/static/img/coins/64x64/6951.png,Reef,฿16.89,0.37%,1.90%,14.67%,"฿1,352,289,515","฿230,044,557","27,222,889,606 REEF"
421,https://s2.coinmarketcap.com/static/img/coins/64x64/9638.png,SingularityDAO,฿7.66,0.05%,2.27%,9.93%,"฿1,346,973,204","฿755,412,306","538,099,970 SDAO"
422,https://s2.coinmarketcap.com/static/img/coins/64x64/10631.png,Gods Unchained,฿477.34,0.19%,2.44%,0.21%,"฿1,339,968,359","฿43,505,259,182","3,851,534,146 GODS"
423,https://s2.coinmarketcap.com/static/img/coins/64x64/3673.png,ASD,฿136.36,1.15%,1.87%,2.57%,"฿2,142,286,306","฿31,483,118","929,772,211 ASD"
424,https://s2.coinmarketcap.com/static/img/coins/64x64/8972.png,Seedify.fund,฿208.43,0.37%,0.23%,1.29%,"฿2,142,964,386","฿2,592,689,565","577,501,036 SFUND"
425,https://s2.coinmarketcap.com/static/img/coins/64x64/5380.png,HUNT,฿316.56,0.01%,1.72%,4.93%,"฿2,137,541,902","฿1,882,402,090","346,608,690 HUNT"
426,https://s2.coinmarketcap.com/static/img/coins/64x64/11346.png,RACA,"฿5,628.57",0.03%,0.73%,2.33%,"฿1,317,318,894","฿3,359,721,302","18,309,106 RACA"
427,https://s2.coinmarketcap.com/static/img/coins/64x64/16946.png,Metacraft,฿34.50,0.17%,0.27%,1.59%,"฿7,249,600,584","฿48,843,902,403","2,807,559,001 MCT"
428,https://s2.coinmarketcap.com/static/img/coins/64x64/7725.png,TrueFi,฿639.67,0.03%,0.47%,4.33%,"฿1,299,203,777","฿3,890,685,406","142,140,186 TRU"
429,https://s2.coinmarketcap.com/static/img/coins/64x64/4953.png,FirmaChain,"฿1,486.65",0.26%,0.25%,4.04%,"฿2,118,895,729","฿41,206,590","60,000,000 FCT"
430,https://s2.coinmarketcap.com/static/img/coins/64x64/8292.png,Router Protocol,฿156.81,0.18%,2.56%,1.47%,"฿1,275,394,066","฿4,489,573,261","437,378,904 ROUTE"
431,https://s2.coinmarketcap.com/static/img/coins/64x64/3946.png,Carry,฿144.76,0.32%,2.12%,0.17%,"฿6,032,636,234","฿752,983,757","439,167,337 CRE"
432,https://s2.coinmarketcap.com/static/img/coins/64x64/2273.png,Uquid Coin,฿69.49,0.09%,0.29%,10.31%,"฿1,264,487,217","฿1,280,184,005","878,715,842 UQC"
433,https://s2.coinmarketcap.com/static/img/coins/64x64/10180.png,Gomining,฿1.82,0.22%,1.28%,0.39%,"฿1,260,897,749","฿1,604,155,710","32,399,966,653 GMT"
434,https://s2.coinmarketcap.com/static/img/coins/64x64/1817.png,Voyager Token,฿259.50,0.00%,2.89%,2.61%,"฿2,014,073,675","฿2,242,526,221","217,061,364 VGX"
435,https://s2.coinmarketcap.com/static/img/coins/64x64/9285.png,Moonriver,฿42.62,0.20%,0.07%,7.79%,"฿1,258,568,150","฿4,656,540,080","1,275,000,000 MOVR"
436,https://s2.coinmarketcap.com/static/img/coins/64x64/9071.png,Chainge,฿2.07,0.50%,1.19%,2.07%,"฿1,994,388,132","฿249,654,474","25,263,013,692 CHNG"
437,https://s2.coinmarketcap.com/static/img/coins/64x64/22858.png,Dynex,฿0.6668,0.15%,1.17%,2.67%,"฿1,221,035,711","฿1,103,000,016","72,714,516,834 DNX"
438,https://s2.coinmarketcap.com/static/img/coins/64x64/3951.png,Pirate Chain,฿49.68,0.32%,1.29%,3.56%,"฿1,217,170,240","฿1,450,889,019","940,149,811 ARRR"
439,https://s2.coinmarketcap.com/static/img/coins/64x64/15447.png,Lyra,"฿3,590.92",0.46%,0.89%,1.11%,"฿1,956,645,851","฿524,665,934","12,072,738 LYRA"
440,https://s2.coinmarketcap.com/static/img/coins/64x64/12089.png,Coinweb,฿4.03,0.08%,0.25%,4.79%,"฿1,960,338,373","฿651,129,805","9,105,437,142 CWEB"
441,https://s2.coinmarketcap.com/static/img/coins/64x64/1974.png,Propy,฿53.91,0.13%,0.55%,1.09%,"฿4,385,385,321","฿4,678,322,518","679,080,066 PRO"
442,https://s2.coinmarketcap.com/static/img/coins/64x64/11294.png,SuperRare,"฿36,285.14",0.48%,5.15%,5.24%,"฿1,204,327,944","฿2,645,158,605","977,631 RARE"
443,https://s2.coinmarketcap.com/static/img/coins/64x64/4660.png,Telos,฿19.48,0.83%,0.63%,1.81%,"฿1,189,642,923","฿4,624,062","1,843,669,839 TLOS"
444,https://s2.coinmarketcap.com/static/img/coins/64x64/8602.png,Bounce Token,"฿2,466.36",0.16%,1.33%,10.28%,"฿1,191,099,267","฿1,377,944,265","14,488,264 AUCTION"
445,https://s2.coinmarketcap.com/static/img/coins/64x64/10188.png,Automata Network,฿3.93,0.16%,1.33%,6.68%,"฿1,186,949,106","฿1,200,971,827","7,794,018,322 ATA"
446,https://s2.coinmarketcap.com/static/img/coins/64x64/8642.png,Fei USD,฿21.44,0.00%,0.78%,3.80%,"฿1,186,515,293","฿534,924,600","1,395,622,272 FEI"
